cumulative_proportion,cumulative_responses,response_rate,tot_contacts
0.238086169959533444391735,3877,0.031496062992125984250,127
0.238740776005712925471735,3883,0.027272727272727272730,220
0.246723994287074506051735,3983,0.037271710771524412970,2683
0.254635800999761961421735,4102,0.044753666792027077850,2659
0.256043203999047845731735,4120,0.038054968287526427060,473
0.260146393715781956661735,4181,0.044234952864394488760,1379
0.263098071887645798601735,4204,0.023185483870967741940,992
0.266737086407998095671735,4249,0.036794766966475878990,1223
0.271851940014282313711735,4305,0.032577079697498545670,1719
0.272783265889074029971735,4318,0.041533546325878594250,313
0.274491192573196857871735,4335,0.029616724738675958190,574
0.283027850511782908811735,4437,0.035552457302195887070,2869
0.287398833611044989271735,4482,0.030633083730428863170,1469
0.293540228517019757181735,4581,0.047965116279069767440,2064
0.294367412520828374181735,4592,0.039568345323741007190,278
0.296307426803142109011735,4616,0.036809815950920245400,652
0.299952392287550583181735,4666,0.040816326530612244900,1225
0.302663056415139252541735,4700,0.037321624588364434690,911
0.305067245893834801221735,4720,0.024752475247524752480,808
0.307700547488693168281735,4759,0.044067796610169491530,885
0.308146869792906450831735,4771,0.080000000000000000000,150
0.308605094025232087581735,4779,0.051948051948051948050,154
0.314068079028802666011735,4840,0.033224400871459694990,1836
0.317597000714115686721735,4873,0.027824620573355817880,1186
0.318870507022137586271735,4895,0.051401869158878504670,428
0.323431920971197333951735,4959,0.041748206131767775600,1533
0.326103903832420852161735,4995,0.040089086859688195990,898
0.326937038800285646261735,4999,0.014285714285714285710,280
0.328522970721256843591735,5015,0.030018761726078799250,533
0.329864913115924779801735,5030,0.033259423503325942350,451
0.330448107593430135671735,5039,0.045918367346938775510,196
0.333527731492501785281735,5068,0.028019323671497584540,1035
0.335405260652225660551735,5090,0.034865293185419968300,631
0.339094858367055462981735,5127,0.029838709677419354840,1240
0.340537967150678409901735,5155,0.057731958762886597940,485
0.341237205427279219231735,5165,0.042553191489361702130,235
0.348735420138062366101735,5228,0.025000000000000000000,2520
0.353704475124970245181735,5276,0.028742514970059880240,1670
0.355088074268031421091735,5293,0.036559139784946236560,465
0.355855748631278267081735,5318,0.096899224806201550390,258
0.363336110449892882651735,5400,0.032617342879872712810,2514
0.364502499404903594391735,5416,0.040816326530612244900,392
0.367156629373958581301735,5446,0.033632286995515695070,892
0.368763389669126398491735,5473,0.050000000000000000000,540
0.371613901452035229721735,5500,0.028183716075156576200,958
0.372146512735063080231735,5510,0.055865921787709497210,179
0.374467388716972149501735,5538,0.035897435897435897440,780
0.376124732206617472041735,5552,0.025134649910233393180,557
0.382709473934777433951735,5636,0.037957523723452327160,2213
0.383703284932159009771735,5670,0.101796407185628742510,334
0.385432039990478457521735,5697,0.046471600688468158350,581
0.386524041894786955501735,5709,0.032697547683923705720,367
0.390276124732206617491735,5736,0.021411578112609040440,1261
0.390898000476077124511735,5745,0.043062200956937799040,209
0.392552368483694358501735,5772,0.048561151079136690650,556
0.395087479171625803391735,5799,0.031690140845070422540,852
0.395376100928350392771735,5800,0.010309278350515463920,97
0.397384551297310164251735,5815,0.022222222222222222220,675
0.398018328969293025471735,5824,0.042253521126760563380,213
0.398678885979528683651735,5832,0.036036036036036036040,222
0.403511068793144489411735,5896,0.039408866995073891630,1624
0.407117353011187812431735,5941,0.037128712871287128710,1212
0.410048202808855034521735,5997,0.056852791878172588830,985
0.412717210188050464181735,6046,0.054626532887402452620,897
0.416406807902880266611735,6095,0.039516129032258064520,1240
0.418840752201856700791735,6121,0.031784841075794621030,818
0.420640918828850273751735,6146,0.041322314049586776860,605
0.424253154010949773871735,6184,0.031301482701812191100,1214
0.426755534396572244711735,6215,0.036860879904875148630,841
0.433477148298024279941735,6278,0.027888446215139442230,2259
0.438071292549393001671735,6320,0.027202072538860103630,1544
0.441754939300166627001735,6359,0.031502423263327948300,1238
0.445161866222328017151735,6381,0.019213973799126637550,1145
0.447664246607950487991735,6427,0.054696789536266349580,841
0.450996786479409664381735,6455,0.025000000000000000000,1120
0.453829445370149964311735,6486,0.032563025210084033610,952
0.456406212806474648911735,6515,0.033487297921478060050,866
0.457456557962389907181735,6529,0.039660056657223796030,353
0.457956438943108783641735,6538,0.053571428571428571430,168
0.461244346584146631771735,6580,0.038009049773755656110,1105
0.464082956438943108801735,6611,0.032494758909853249480,954
0.471048559866698405161735,6682,0.030328919265271251600,2341
0.474544751249702451821735,6709,0.022978723404255319150,1175
0.476731730540347536321735,6729,0.027210884353741496600,735
0.477175077362532730321735,6734,0.033557046979865771810,149
0.477549988098071887661735,6741,0.055555555555555555560,126
0.478118305165436800781735,6754,0.068062827225130890050,191
0.478264103784813139751735,6756,0.040816326530612244900,49
0.478582480361818614641735,6760,0.037383177570093457940,107
0.479338252796953106431735,6767,0.027559055118110236220,254
0.481477624375148774131735,6789,0.030598052851182197500,719
0.482170911687693406361735,6794,0.021459227467811158800,233
0.485771244941680552281735,6832,0.031404958677685950410,1210
0.488226017614853606311735,6860,0.033939393939393939390,825
0.489082956438943108811735,6873,0.045138888888888888890,288
0.489550107117353011211735,6878,0.031847133757961783440,157
0.491272911211616281861735,6893,0.025906735751295336790,579
0.491811473458700309471735,6901,0.044198895027624309390,181
0.495498095691502023351735,6944,0.034705407586763518970,1239
0.496197333968102832681735,6951,0.029787234042553191490,235
0.496735896215186860291735,6960,0.049723756906077348070,181
0.497069150202332777931735,6960,0.000000000000000000000,112
0.498193882408950249961735,6971,0.029100529100529100530,378
0.498699714353725303521735,6977,0.035294117647058823530,170
0.503918709830992620831735,7044,0.038198403648802736600,1754
0.505864675077362532761735,7080,0.055045871559633027520,654
0.506787074506069983371735,7097,0.054838709677419354840,310
0.507159009759581052161735,7101,0.032000000000000000000,125
0.509878600333253987181735,7133,0.035010940919037199120,914
0.510946798381337776751735,7142,0.025069637883008356550,359
0.511196738871697214981735,7147,0.059523809523809523810,84
0.514743513449178766991735,7171,0.020134228187919463090,1192
0.519031183051654368041735,7199,0.019430950728660652320,1441
0.519495358248036181891735,7211,0.076923076923076923080,156
0.521610925970007141191735,7243,0.045007032348804500700,711
0.523318852654129969091735,7259,0.027874564459930313590,574
0.528234348964532254261735,7297,0.023002421307506053270,1652
0.532742204237086408031735,7340,0.028382838283828382840,1515
0.534018686027136396131735,7354,0.032634032634032634030,429
0.541442513687217329241735,7416,0.024849699398797595190,2495
0.544123422994525113101735,7437,0.023307436182019977800,901
0.544429897643418233791735,7440,0.029126213592233009710,103
0.544852416091406807941735,7443,0.021126760563380281690,142
0.546881694834563199281735,7453,0.014662756598240469210,682
0.548065936681742442321735,7472,0.047738693467336683420,398
0.550020828374196619901735,7484,0.018264840182648401830,657
0.550773625327303023141735,7489,0.019762845849802371540,253
0.557498214710783146921735,7551,0.027433628318584070800,2260
0.559938109973815758201735,7573,0.026829268292682926830,820
0.563895501071173530161735,7616,0.032330827067669172930,1330
0.566079504879790526111735,7647,0.042234332425068119890,734
0.569798857414901214041735,7680,0.026400000000000000000,1250
0.572851701975720066691735,7704,0.023391812865497076020,1026
0.576050345155915258311735,7714,0.009302325581395348840,1075
0.579876815044037134051735,7747,0.025660964230171073090,1286
0.582426803142109021701735,7783,0.042007001166861143520,857
0.585214829802427993371735,7825,0.044823906083244397010,937
0.588592001904308498011735,7859,0.029955947136563876650,1135
0.591097357771959057401735,7883,0.028503562945368171020,842
0.591998928826469888151735,7888,0.016501650165016501650,303
0.594748274220423708671735,7915,0.029220779220779220780,924
0.595266008093311116431735,7917,0.011494252873563218390,174
0.596271721018805046451735,7925,0.023668639053254437870,338
0.596426446084265651071735,7925,0.000000000000000000000,52
0.597491668650321352091735,7942,0.047486033519553072630,358
0.600235063080218995511735,7955,0.014099783080260303690,922
0.602121518686027136431735,7980,0.039432176656151419560,634
0.603121280647464889351735,7989,0.026785714285714285710,336
0.607876100928350392801735,8050,0.038172715894868585730,1598
0.609110925970007141191735,8062,0.028915662650602409640,415
0.609569150202332777941735,8066,0.025974025974025974030,154
0.614074029992858843161735,8110,0.029062087186261558780,1514
0.617311354439419185941735,8138,0.025735294117647058820,1088
0.618382527969531064061735,8149,0.030555555555555555560,360
0.618635443941918590841735,8153,0.047058823529411764710,85
0.619093668174244227591735,8159,0.038961038961038961040,154
0.619254344203761009311735,8162,0.055555555555555555560,54
0.619486431801951916241735,8167,0.064102564102564102560,78
0.623610449892882647021735,8199,0.023088023088023088020,1386
0.625955129731016424691735,8223,0.030456852791878172590,788
0.628308736015234468011735,8260,0.046776232616940581540,791
0.640264222804094263301735,8345,0.021154803384768541560,4018
0.640707569626279457301735,8350,0.033557046979865771810,149
0.641647821947155439211735,8362,0.037974683544303797470,316
0.643064151392525589171735,8373,0.023109243697478991600,476
0.643391454415615329711735,8384,0.100000000000000000000,110
0.644197810045227326851735,8392,0.029520295202952029520,271
0.646676386574625089291735,8410,0.021608643457382953180,833
0.647658295643894310901735,8421,0.033333333333333333330,330
0.649205546298500357081735,8460,0.075000000000000000000,520
0.649913711021185432061735,8466,0.025210084033613445380,238
0.652826707926684122851735,8495,0.029622063329928498470,979
0.653957391097357771981735,8504,0.023684210526315789470,380
0.660670078552725541561735,8560,0.024822695035460992910,2256
0.662083432516067602971735,8570,0.021052631578947368420,475
0.671423470602237562501735,8628,0.018477222045237336730,3139
0.672143537253034991681735,8631,0.012396694214876033060,242
0.675077362532730302321735,8646,0.015212981744421906690,986
0.675791478219471554401735,8660,0.058333333333333333330,240
0.676672220899785765301735,8661,0.003378378378378378380,296
0.684286479409664365631735,8719,0.022665103556076592420,2559
0.684759581052130445131735,8720,0.006289308176100628930,159
0.685589740537967150681735,8732,0.043010752688172043010,279
0.687502975482028088551735,8751,0.029548989113530326590,643
0.689300166626993572961735,8769,0.029801324503311258280,604
0.696497857652939776241735,8842,0.030177759404712691190,2419
0.698417043561056891211735,8853,0.017054263565891472870,645
0.698777076886455605801735,8858,0.041322314049586776860,121
0.699288859795286836461735,8863,0.029069767441860465120,172
0.700794453701499642931735,8879,0.031620553359683794470,506
0.704918471792430373711735,8917,0.027417027417027417030,1386
0.705909307307783860971735,8924,0.021021021021021021020,333
0.706209830992620804551735,8930,0.059405940594059405940,101
0.712479171625803380131735,8971,0.019458946369245372570,2107
0.713877648179004998791735,8981,0.021276595744680851060,470
0.714826826945965246351735,8988,0.021943573667711598750,319
0.716156867412520828351735,8993,0.011185682326621923940,447
0.717519638181385384411735,9014,0.045851528384279475980,458
0.718397405379671506761735,9032,0.061016949152542372880,295
0.719209711973339681001735,9040,0.029304029304029304030,273
0.721965008331349678621735,9068,0.030237580993520518360,926
0.726737681504403713371735,9123,0.034289276807980049880,1604
0.727121518686027136361735,9130,0.054263565891472868220,129
0.727901094977386336551735,9134,0.015267175572519083970,262
0.728165912877886217531735,9138,0.044943820224719101120,89
0.728662818376577005441735,9143,0.029940119760479041920,167
0.729683408712211378211735,9156,0.037900874635568513120,343
0.733215305879552487471735,9184,0.023588879528222409440,1187
0.737934420376100928321735,9225,0.025851197982345523330,1586
0.738636634134729826201735,9227,0.008474576271186440680,236
0.739329921447274458431735,9236,0.038626609442060085840,233
0.739460842656510354651735,9237,0.022727272727272727270,44
0.739788145679600095191735,9239,0.018181818181818181820,110
0.741769816710307069721735,9248,0.013513513513513513510,666
0.742355986669840514141735,9253,0.025380710659898477160,197
0.742778505117829088291735,9259,0.042253521126760563380,142
0.744087717210188050441735,9265,0.013636363636363636360,440
0.744566769816710307051735,9274,0.055900621118012422360,161
0.744837538681266365131735,9281,0.076923076923076923080,91
0.745081528207569626261735,9281,0.000000000000000000000,82
0.747360747441085455821735,9329,0.062663185378590078330,766
0.748527136396096167561735,9342,0.033163265306122448980,392
0.753525946203284932141735,9366,0.014285714285714285710,1680
0.758355153534872649351735,9405,0.024029574861367837340,1623
0.759185313020709354901735,9412,0.025089605734767025090,279
0.760533206379433468211735,9422,0.022075055187637969090,453
0.762428588431325874781735,9449,0.042386185243328100470,637
0.762910616519876219941735,9450,0.006172839506172839510,162
0.763154606046179481071735,9451,0.012195121951219512200,82
0.763702094739347774331735,9459,0.043478260869565217390,184
0.764532254225184479881735,9465,0.021505376344086021510,279
0.764922042370864079981735,9466,0.007633587786259541980,131
0.765778981194953582481735,9470,0.013888888888888888890,288
0.766695429659604855991735,9474,0.012987012987012987010,308
0.768293263508688407531735,9495,0.039106145251396648040,537
0.768733634848845512981735,9498,0.020270270270270270270,148
0.769795881932873125451735,9505,0.019607843137254901960,357
0.771402642228040942641735,9514,0.016666666666666666670,540
0.773229588193287312551735,9530,0.026058631921824104230,614
0.774092477981432992151735,9538,0.027586206896551724140,290
0.774955367769578671751735,9542,0.013793103448275862070,290
0.777038205189240656991735,9562,0.028571428571428571430,700
0.777883242085217805291735,9571,0.031690140845070422540,284
0.778862175672458938351735,9578,0.021276595744680851060,329
0.779725065460604617951735,9588,0.034482758620689655170,290
0.780587955248750297551735,9595,0.024137931034482758620,290
0.781013449178766960251735,9598,0.020979020979020979020,143
0.781560937871935253511735,9608,0.054347826086956521740,184
0.782536895977148298021735,9613,0.015243902439024390240,328
0.784238871697214948821735,9622,0.015734265734265734270,572
0.785577838609854796481735,9626,0.008888888888888888890,450
0.786586527017376815051735,9628,0.005899705014749262540,339
0.788597952868364675081735,9666,0.056213017751479289940,676
0.790877172101880504641735,9680,0.018276762402088772850,766
0.791412758866936443701735,9688,0.044444444444444444440,180
0.792272673173054034751735,9698,0.034602076124567474050,289
0.793013568198048083791735,9704,0.024096385542168674700,249
0.794278148059985717691735,9710,0.014117647058823529410,425
0.795631992382766008101735,9713,0.006593406593406593410,455
0.796423470602237562491735,9719,0.022556390977443609020,266
0.796908474172815996201735,9722,0.018404907975460122700,163
0.797461913830040466561735,9724,0.010752688172043010750,186
0.801154487026898357541735,9734,0.008058017727639000810,1241
0.803475363008807426811735,9740,0.007692307692307692310,780
0.804439419185908117121735,9750,0.030864197530864197530,324
0.804945251130683170681735,9759,0.052941176470588235290,170
0.805730778386098547971735,9763,0.015151515151515151520,264
0.806703761009283503931735,9769,0.018348623853211009170,327
0.807474410854558438471735,9772,0.011583011583011583010,259
0.808828255177338728881735,9778,0.013186813186813186810,455
0.809491787669602475611735,9783,0.022421524663677130040,223
0.810429064508450368971735,9794,0.034920634920634920630,315
0.811059866698405141641735,9795,0.004716981132075471700,212
0.812952273268269459661735,9804,0.014150943396226415090,636
0.815103546774577481561735,9816,0.016597510373443983400,723
0.817971911449654844091735,9831,0.015560165975103734440,964
0.818739585812901690081735,9843,0.046511627906976744190,258
0.819584622708878838381735,9847,0.014084507042253521130,284
0.822369673887169721501735,9866,0.020299145299145299150,936
0.823628302785051178301735,9885,0.044917257683215130020,423
0.825666507974291835291735,9891,0.008759124087591240880,685
0.827240537967150678421735,9899,0.015122873345935727790,529
0.828963342061413949071735,9911,0.020725388601036269430,579
0.830135681980480837911735,9920,0.022842639593908629440,394
0.831218757438705070241735,9934,0.038461538461538461540,364
0.833497976672220899801735,9952,0.023498694516971279370,766
0.835238633658652701751735,9963,0.018803418803418803420,585
0.837407760057129254951735,9977,0.019204389574759945130,729
0.840386217567245893851735,9991,0.013986013986013986010,1001
0.841653772911211616301735,10000,0.021126760563380281690,426
0.846581171149726255671735,10012,0.007246376811594202900,1656
0.846929302547012616061735,10014,0.017094017094017094020,117
0.847750535586765055961735,10020,0.021739130434782608700,276
0.850859914306117591071735,10033,0.012440191387559808610,1045
0.851330040466555582021735,10035,0.012658227848101265820,158
0.852115567721970959311735,10049,0.053030303030303030300,264
0.852981432992144727461735,10054,0.017182130584192439860,291
0.854977981432992144741735,10069,0.022354694485842026830,671
0.856037253034991668661735,10080,0.030898876404494382020,356
0.857397048321828136171735,10094,0.030634573304157549230,457
0.858709235896215186871735,10099,0.011337868480725623580,441
0.861205665317781480611735,10119,0.023837902264600715140,839
0.861782908831230659381735,10120,0.005154639175257731960,194
0.862389907164960723651735,10123,0.014705882352941176470,204
0.864014520352297072141735,10130,0.012820512820512820510,546
0.864597714829802428011735,10134,0.020408163265306122450,196
0.865264222804094263291735,10140,0.026785714285714285710,224
0.867799333492025708181735,10157,0.019953051643192488260,852
0.868938943108783622961735,10162,0.013054830287206266320,383
0.874119257319685789111735,10183,0.012062033314187248710,1741
0.875726017614853606301735,10194,0.020370370370370370370,540
0.876044394191859081191735,10198,0.037383177570093457940,107
0.876853725303499166881735,10204,0.022058823529411764710,272
0.877463699119257319701735,10214,0.048780487804878048780,205
0.879317424422756486571735,10225,0.017656500802568218300,623
0.882161985241609140701735,10242,0.017782426778242677820,956
0.883048678885979528701735,10245,0.010067114093959731540,298
0.883444417995715305901735,10248,0.022556390977443609020,133
0.885387407760057129281735,10254,0.009188361408882082700,653
0.886187812425612949321735,10261,0.026022304832713754650,269
0.887071530587955248771735,10265,0.013468013468013468010,297
0.888166507974291835301735,10269,0.010869565217391304350,368
0.889484646512735063101735,10281,0.027088036117381489840,443
0.890511187812425612971735,10293,0.034782608695652173910,345
0.891269935729588193311735,10299,0.023529411764705882350,255
0.895167817186384194261735,10314,0.011450381679389312980,1310
0.896965008331349678671735,10324,0.016556291390728476820,604
0.897458938348012378031735,10325,0.006024096385542168670,166
0.898982385146393715811735,10354,0.056640625000000000000,512
0.899461437752915972421735,10358,0.024844720496894409940,161
0.900684360866460366611735,10370,0.029197080291970802920,411
0.901812068555105927191735,10374,0.010554089709762532980,379
0.903130207093549154991735,10382,0.018058690744920993230,443
0.903514044275172577981735,10384,0.015503875968992248060,129
0.904543561056891216401735,10386,0.005780346820809248550,346
0.906909069269221613921735,10393,0.008805031446540880500,795
0.907465484408474172831735,10396,0.016042780748663101600,187
0.909447155439181147361735,10407,0.016516516516516516520,666
0.909994644132349440621735,10412,0.027173913043478260870,184
0.911131278267079266851735,10418,0.015706806282722513090,382
0.913002856462746965021735,10441,0.036565977742448330680,629
0.914133539633420614151735,10451,0.026315789473684210530,380
0.914553082599381099751735,10453,0.014184397163120567380,141
0.917251844798857414911735,10463,0.011025358324145534730,907
0.918159366817424422771735,10464,0.003278688524590163930,305
0.918992501785289216871735,10473,0.032142857142857142860,280
0.920944417995715305901735,10488,0.022865853658536585370,656
0.921438348012378005261735,10490,0.012048192771084337350,166
0.923235539157343489671735,10503,0.021523178807947019870,604
0.924660795048797905291735,10503,0.000000000000000000000,479
0.926219947631516305671735,10507,0.007633587786259541980,524
0.926835872411330635591735,10518,0.053140096618357487920,207
0.927374434658414663201735,10521,0.016574585635359116020,181
0.928451559152582718421735,10533,0.033149171270718232040,362
0.929683408712211378261735,10542,0.021739130434782608700,414
0.931912044751249702471735,10552,0.013351134846461949270,749
0.932557724351344917891735,10558,0.027649769585253456220,217
0.933334325160676029531735,10559,0.003831417624521072800,261
0.934069269221613901471735,10578,0.076923076923076923080,247
0.935137467269697691041735,10586,0.022284122562674094710,359
0.937601166388955010731735,10597,0.013285024154589371980,828
0.938336110449892882671735,10601,0.016194331983805668020,247
0.939085931920971197361735,10604,0.011904761904761904760,252
0.942022732682694596551735,10610,0.006079027355623100300,987
0.942835039276362770791735,10625,0.054945054945054945050,273
0.943724708402761247341735,10638,0.043478260869565217390,299
0.944569745298738395641735,10642,0.014084507042253521130,284
0.945792668412282789831735,10652,0.024330900243309002430,411
0.947075101166388955031735,10658,0.013921113689095127610,431
0.948390264222804094281735,10662,0.009049773755656108600,442
0.949009164484646512751735,10671,0.043269230769230769230,208
0.950133896691263984781735,10686,0.039682539682539682540,378
0.951145560580814091901735,10697,0.032352941176470588240,340
0.952948702689835753411735,10711,0.023102310231023102310,606
0.956778148059985717701735,10727,0.012432012432012432010,1287
0.957197691025946203301735,10729,0.014184397163120567380,141
0.958423589621518686041735,10737,0.019417475728155339810,412
0.958849083551535348741735,10741,0.027972027972027972030,143
0.959223994287074506081735,10743,0.015873015873015873020,126
0.959369792906450845051735,10743,0.000000000000000000000,49
0.960381456796000952171735,10747,0.011764705882352941180,340
0.962160795048797905281735,10758,0.018394648829431438130,598
0.962193525351106879335532,10759,0.090909090909090909090,11
0.962297667222089978595532,10759,0.000000000000000000000,35
0.962663651511544870285532,10761,0.016260162601626016260,123
0.962723161152106641292435,10761,0.000000000000000000000,20
0.962770768864556058097957,10763,0.125000000000000000000,16
0.963362889788145679617957,10776,0.065326633165829145730,199
0.963508688407522018587957,10777,0.020408163265306122450,49
0.963544394191859081192099,10777,0.000000000000000000000,12
0.964469769102594620352099,10780,0.009646302250803858520,311
0.965912877886217567272099,10791,0.022680412371134020620,485
0.967067364913115924802099,10804,0.033505154639175257730,388
0.967341109259700071432099,10805,0.010869565217391304350,92
0.967710069031183051672099,10806,0.008064516129032258060,124
0.968572958819328731272099,10814,0.027586206896551724140,290
0.968932992144727445862099,10816,0.016528925619834710740,121
0.969182932635086884092099,10817,0.011904761904761904760,84
0.969465603427755296372099,10824,0.073684210526315789470,95
0.969718519400142823152099,10826,0.023529411764705882350,85
0.971500833134967864812099,10834,0.013355592654424040070,599
0.971947155439181147362099,10835,0.006666666666666666670,150
0.972107831468697929082099,10835,0.000000000000000000000,54
0.973887169721494882192099,10842,0.011705685618729096990,598
0.974705427279219233532099,10848,0.021818181818181818180,275
0.976377648179004998822099,10854,0.010676156583629893240,562
0.980549273982385146402099,10893,0.027817403708987161200,1402
0.980831944775053558682099,10897,0.042105263157894736840,95
0.980942037610092835042099,10898,0.027027027027027027030,37
0.981435967626755534402099,10901,0.018072289156626506020,166
0.981584741728159961922099,10903,0.040000000000000000000,50
